,obsday,time_recorded,elrange,azrange
488,20230610,2023-06-11 04:29:04Z,"[None, None]","[None, None]"
489,20230610,2023-06-11 08:43:21Z,"[None, None]","[90.0, 200.0]"
490,20230610,2023-06-11 09:18:17Z,"[None, None]","[200.0, 90.0]"
491,20230610,2023-06-11 09:18:24Z,"[None, None]","[200.0, 90.0]"
492,20230611,2023-06-11 20:22:48Z,"[None, None]","[None, None]"
493,20230611,2023-06-12 04:29:01Z,"[None, None]","[None, None]"
494,20230611,2023-06-12 04:49:00Z,"[None, None]","[-95.0, 115.0]"
495,20230614,2023-06-14 20:24:31Z,"[None, None]","[None, None]"
496,20230614,2023-06-15 04:29:07Z,"[None, None]","[None, None]"
497,20230614,2023-06-15 04:47:50Z,"[None, None]","[-95.0, 115.0]"
498,20230614,2023-06-15 05:05:24Z,"[None, None]","[-105.0, 105.0]"
499,20230615,2023-06-15 20:24:54Z,"[None, None]","[None, None]"
500,20230615,2023-06-16 04:29:13Z,"[None, None]","[None, None]"
501,20230615,2023-06-16 05:34:57Z,"[None, None]","[-135.0, 75.0]"
502,20230616,2023-06-16 20:24:54Z,"[None, None]","[None, None]"
503,20230616,2023-06-17 04:29:13Z,"[None, None]","[None, None]"
504,20230616,2023-06-17 06:04:50Z,"[None, None]","[-85.0, 125.0]"
505,20230618,2023-06-18 20:25:34Z,"[None, None]","[None, None]"
506,20230618,2023-06-19 04:29:29Z,"[None, None]","[None, None]"
507,20230618,2023-06-19 06:02:50Z,"[None, None]","[-105.0, 105.0]"
508,20230619,2023-06-19 20:25:52Z,"[None, None]","[None, None]"
509,20230619,2023-06-20 04:29:40Z,"[None, None]","[None, None]"
510,20230619,2023-06-20 05:13:50Z,"[None, None]","[-120.0, 90.0]"
511,20230814,2023-08-14 19:58:38Z,"[None, None]","[None, None]"
512,20230814,2023-08-15 05:04:50Z,"[None, None]","[None, None]"
513,20230814,2023-08-15 06:23:57Z,"[None, None]","[0.0, 90.0]"
514,20230814,2023-08-15 06:24:25Z,"[None, None]","[-90.0, 0.0]"
515,20230814,2023-08-15 06:24:33Z,"[None, None]","[-90.0, 0.0]"
516,20230814,2023-08-15 06:53:08Z,"[None, None]","[None, None]"
517,20230815,2023-08-15 19:57:30Z,"[None, None]","[None, None]"
518,20230815,2023-08-16 05:05:36Z,"[None, None]","[None, None]"
519,20230815,2023-08-16 05:29:54Z,"[None, None]","[180.0, -1.0]"
520,20230815,2023-08-16 05:33:46Z,"[None, None]","[-170.0, 0.0]"
521,20230815,2023-08-16 09:13:54Z,"[None, None]","[-170.0, 0.0]"
522,20230828,2023-08-28 19:41:29Z,"[None, None]","[None, None]"
523,20230828,2023-08-29 05:15:10Z,"[None, None]","[None, None]"
524,20230828,2023-08-29 11:03:33Z,"[None, None]","[-90.0, 90.0]"
525,20230904,2023-09-04 19:32:13Z,"[None, None]","[None, None]"
526,20230904,2023-09-05 05:20:01Z,"[None, None]","[None, None]"
527,20230904,2023-09-05 05:29:04Z,"[None, None]","[-90.0, 90.0]"
528,20230904,2023-09-05 06:05:21Z,"[None, None]","[-100.0, 100.0]"
529,20230904,2023-09-05 07:33:30Z,"[None, None]","[-100.0, 100.0]"
530,20230904,2023-09-05 07:36:42Z,"[None, None]","[-102.0, 102.0]"
531,20230904,2023-09-05 07:37:15Z,"[None, None]","[-105.0, 105.0]"
532,20230904,2023-09-05 07:37:43Z,"[None, None]","[-115.0, 105.0]"
533,20230904,2023-09-05 07:38:15Z,"[None, None]","[-179.0, 0.0]"
534,20230904,2023-09-05 07:47:24Z,"[None, None]","[-150.0, 100.0]"
535,20230905,2023-09-05 19:30:52Z,"[None, None]","[None, None]"
537,20230905,2023-09-06 05:07:21Z,"[None, None]","[-180.0, 50.0]"
536,20230905,2023-09-06 05:20:42Z,"[None, None]","[None, None]"
538,20230917,2023-09-17 19:14:33Z,"[None, None]","[None, None]"
540,20230917,2023-09-18 03:56:27Z,"[None, None]","[-90.0, 90.0]"
541,20230917,2023-09-18 03:57:10Z,"[None, None]","[-120.0, 120.0]"
542,20230917,2023-09-18 04:53:18Z,"[None, None]","[-150.0, 50.0]"
543,20230917,2023-09-18 04:54:03Z,"[None, None]","[-150.0, 50.0]"
539,20230917,2023-09-18 05:28:38Z,"[None, None]","[None, None]"
544,20230917,2023-09-18 06:41:55Z,"[None, None]","[None, None]"
545,20230918,2023-09-18 19:13:11Z,"[None, None]","[None, None]"
547,20230918,2023-09-19 04:51:35Z,"[None, None]","[-150.0, 90.0]"
546,20230918,2023-09-19 05:29:16Z,"[None, None]","[None, None]"
548,20230919,2023-09-19 19:11:50Z,"[None, None]","[None, None]"
550,20230919,2023-09-20 04:23:04Z,"[None, None]","[-150.0, 90.0]"
551,20230919,2023-09-20 05:18:18Z,"[None, None]","[None, None]"
549,20230919,2023-09-20 05:29:55Z,"[None, None]","[None, None]"
552,20230919,2023-09-20 06:27:42Z,"[None, None]","[-150.0, 90.0]"
553,20230920,2023-09-20 19:10:28Z,"[None, None]","[None, None]"
555,20230920,2023-09-21 03:17:49Z,"[None, None]","[-150.0, 90.0]"
554,20230920,2023-09-21 05:30:34Z,"[None, None]","[None, None]"
556,20230920,2023-09-21 05:39:18Z,"[None, None]","[-90.0, 90.0]"
557,20230920,2023-09-21 06:15:04Z,"[None, None]","[-70.0, 90.0]"
558,20230920,2023-09-21 06:15:47Z,"[None, None]","[-45.0, 90.0]"
559,20230920,2023-09-21 07:23:24Z,"[None, None]","[-90.0, 45.0]"
560,20230920,2023-09-21 07:38:33Z,"[None, None]","[-90.0, 60.0]"
561,20230920,2023-09-21 07:38:45Z,"[None, None]","[-90.0, 90.0]"
562,20230920,2023-09-21 08:16:07Z,"[None, None]","[-150.0, 90.0]"
563,20230920,2023-09-21 08:19:56Z,"[None, None]","[-120.0, 90.0]"
564,20230920,2023-09-21 08:20:09Z,"[None, None]","[-120.0, 90.0]"
565,20230920,2023-09-21 10:40:13Z,"[None, None]","[-150.0, 90.0]"
566,20230920,2023-09-21 10:56:22Z,"[None, None]","[-120.0, 90.0]"
567,20230920,2023-09-21 17:15:05Z,"[30.0, 45.0]","[-120.0, 90.0]"
568,20230928,2023-09-28 18:59:46Z,"[None, None]","[None, None]"
569,20230928,2023-09-29 05:35:41Z,"[None, None]","[None, None]"
570,20230928,2023-09-29 09:41:05Z,"[None, None]","[-75.0, 100.0]"
571,20230929,2023-09-29 18:58:27Z,"[None, None]","[None, None]"
573,20230929,2023-09-30 04:26:50Z,"[None, None]","[-120.0, 120.0]"
572,20230929,2023-09-30 05:36:19Z,"[None, None]","[None, None]"
574,20230930,2023-09-30 18:57:09Z,"[None, None]","[None, None]"
576,20230930,2023-10-01 04:22:02Z,"[None, None]","[-90.0, 90.0]"
575,20230930,2023-10-01 05:36:58Z,"[None, None]","[None, None]"
577,20231001,2023-10-01 18:55:51Z,"[None, None]","[None, None]"
579,20231001,2023-10-02 01:50:01Z,"[None, None]","[-110.0, 110.0]"
578,20231001,2023-10-02 05:37:36Z,"[None, None]","[None, None]"
580,20231001,2023-10-02 08:44:50Z,"[None, None]","[None, None]"
581,20231011,2023-10-11 18:43:24Z,"[None, None]","[None, None]"
583,20231011,2023-10-12 03:36:29Z,"[None, None]","[-120.0, 120.0]"
582,20231011,2023-10-12 05:44:10Z,"[None, None]","[None, None]"
584,20231014,2023-10-14 18:39:54Z,"[None, None]","[None, None]"
585,20231014,2023-10-15 05:46:12Z,"[None, None]","[None, None]"
586,20231014,2023-10-15 11:16:33Z,"[None, None]","[135.0, 45.0]"
587,20231022,2023-10-22 18:31:13Z,"[None, None]","[None, None]"
589,20231022,2023-10-23 05:01:07Z,"[None, None]","[-90.0, 120.0]"
588,20231022,2023-10-23 05:51:46Z,"[None, None]","[None, None]"
590,20231029,2023-10-29 18:24:31Z,"[None, None]","[None, None]"
592,20231029,2023-10-30 03:14:19Z,"[55.0, 90.0]","[None, None]"
591,20231029,2023-10-30 05:56:52Z,"[None, None]","[None, None]"
593,20231029,2023-10-30 07:29:10Z,"[45.0, 90.0]","[None, None]"
594,20231029,2023-10-30 07:50:25Z,"[None, None]","[None, None]"
595,20231106,2023-11-06 18:18:08Z,"[None, None]","[None, None]"
596,20231106,2023-11-07 06:02:59Z,"[None, None]","[None, None]"
597,20231106,2023-11-07 07:27:26Z,"[None, None]","[-120.0, 120.0]"
598,20231119,2023-11-19 18:11:05Z,"[None, None]","[None, None]"
600,20231119,2023-11-20 01:42:10Z,"[None, None]","[-90.0, 90.0]"
599,20231119,2023-11-20 06:13:21Z,"[None, None]","[None, None]"
601,20231119,2023-11-20 07:43:16Z,"[None, None]","[-90.0, 90.0]"
602,20231119,2023-11-20 10:53:46Z,"[None, None]","[0.0, 180.0]"
603,20231120,2023-11-20 18:10:44Z,"[None, None]","[None, None]"
604,20231120,2023-11-21 06:14:09Z,"[None, None]","[None, None]"
605,20231120,2023-11-21 10:47:14Z,"[None, None]","[181.0, -1.0]"
606,20231121,2023-11-21 18:10:24Z,"[None, None]","[None, None]"
608,20231121,2023-11-22 01:15:11Z,"[None, None]","[91.0, -91.0]"
609,20231121,2023-11-22 01:15:57Z,"[None, None]","[120.0, -90.0]"
610,20231121,2023-11-22 01:16:40Z,"[None, None]","[None, None]"
611,20231121,2023-11-22 02:36:22Z,"[None, None]","[120.0, 0.0]"
612,20231121,2023-11-22 03:21:33Z,"[None, None]","[120.0, -1.0]"
607,20231121,2023-11-22 06:14:57Z,"[None, None]","[None, None]"
613,20231121,2023-11-22 09:16:42Z,"[None, None]","[180.0, -1.0]"
614,20231122,2023-11-22 18:10:06Z,"[None, None]","[None, None]"
616,20231122,2023-11-23 01:53:04Z,"[None, None]","[160.0, -1.0]"
617,20231122,2023-11-23 05:04:53Z,"[None, None]","[None, None]"
615,20231122,2023-11-23 06:15:45Z,"[None, None]","[None, None]"
618,20231123,2023-11-23 18:09:49Z,"[None, None]","[None, None]"
620,20231123,2023-11-24 01:06:56Z,"[None, None]","[-100.0, 100.0]"
619,20231123,2023-11-24 06:16:33Z,"[None, None]","[None, None]"
621,20231124,2023-11-24 18:09:34Z,"[None, None]","[None, None]"
623,20231124,2023-11-25 01:03:43Z,"[None, None]","[-110.0, 110.0]"
624,20231124,2023-11-25 01:51:21Z,"[None, None]","[0.0, 110.0]"
625,20231124,2023-11-25 01:51:39Z,"[None, None]","[-110.0, 0.0]"
622,20231124,2023-11-25 06:17:21Z,"[None, None]","[None, None]"
626,20231205,2023-12-05 18:08:42Z,"[None, None]","[None, None]"
628,20231205,2023-12-06 02:36:08Z,"[None, None]","[100.0, 280.0]"
629,20231205,2023-12-06 03:27:59Z,"[None, None]","[None, None]"
627,20231205,2023-12-06 06:25:47Z,"[None, None]","[None, None]"
630,20231206,2023-12-06 18:08:47Z,"[None, None]","[None, None]"
631,20231206,2023-12-07 06:26:30Z,"[None, None]","[None, None]"
632,20231206,2023-12-07 07:37:19Z,"[None, None]","[None, None]"
633,20231211,2023-12-11 18:09:38Z,"[None, None]","[None, None]"
635,20231211,2023-12-12 05:50:10Z,"[None, None]","[-110.0, 130.0]"
634,20231211,2023-12-12 06:29:57Z,"[None, None]","[None, None]"
636,20231212,2023-12-12 18:09:53Z,"[None, None]","[None, None]"
638,20231212,2023-12-13 01:37:12Z,"[None, None]","[-120.0, 120.0]"
637,20231212,2023-12-13 06:30:36Z,"[None, None]","[None, None]"
639,20231214,2023-12-14 18:10:28Z,"[None, None]","[None, None]"
640,20231214,2023-12-15 06:31:52Z,"[None, None]","[None, None]"
641,20231214,2023-12-15 08:24:00Z,"[None, None]","[-240.0, 0.0]"
642,20231214,2023-12-15 09:05:34Z,"[None, None]","[-210.0, 30.0]"
643,20231215,2023-12-15 18:10:47Z,"[None, None]","[None, None]"
645,20231215,2023-12-16 01:16:43Z,"[None, None]","[-240.0, 0.0]"
644,20231215,2023-12-16 06:32:28Z,"[None, None]","[None, None]"
646,20231215,2023-12-16 10:02:59Z,"[None, None]","[-165.0, 75.0]"
647,20231230,2023-12-30 18:18:17Z,"[None, None]","[None, None]"
649,20231230,2023-12-31 01:54:05Z,"[None, None]","[-70.0, 110.0]"
648,20231230,2023-12-31 06:39:15Z,"[None, None]","[None, None]"
650,20231230,2023-12-31 13:46:33Z,"[None, None]","[None, None]"
651,20231231,2023-12-31 18:18:56Z,"[None, None]","[None, None]"
653,20231231,2024-01-01 02:43:22Z,"[0.0, 30.0]","[None, None]"
654,20231231,2024-01-01 02:46:31Z,"[30.0, 90.0]","[None, None]"
655,20231231,2024-01-01 02:51:05Z,"[60.0, 90.0]","[-135.0, 0.0]"
656,20231231,2024-01-01 02:59:09Z,"[None, None]","[None, None]"
657,20231231,2024-01-01 03:39:01Z,"[None, None]","[None, None]"
652,20231231,2024-01-01 06:39:32Z,"[None, None]","[None, None]"
658,20240110,2024-01-10 18:26:11Z,"[None, None]","[None, None]"
660,20240110,2024-01-11 01:56:25Z,"[None, None]","[-97.5, 142.5]"
661,20240110,2024-01-11 04:24:16Z,"[None, None]","[-75.0, 165.0]"
659,20240110,2024-01-11 06:40:54Z,"[None, None]","[None, None]"
662,20240117,2024-01-17 18:31:50Z,"[None, None]","[None, None]"
664,20240117,2024-01-18 02:36:18Z,"[None, None]","[-110.0, 110.0]"
665,20240117,2024-01-18 02:37:20Z,"[None, None]","[-90.0, 135.0]"
663,20240117,2024-01-18 06:40:14Z,"[None, None]","[None, None]"
666,20240117,2024-01-18 09:04:53Z,"[None, None]","[None, None]"
667,20240119,2024-01-19 18:33:29Z,"[None, None]","[None, None]"
668,20240119,2024-01-20 06:39:48Z,"[None, None]","[None, None]"
669,20240119,2024-01-20 09:55:22Z,"[None, None]","[-90.0, 90.0]"
670,20240119,2024-01-20 10:00:50Z,"[None, None]","[None, None]"
671,20240119,2024-01-20 10:12:21Z,"[None, None]","[-90.0, 90.0]"
672,20240126,2024-01-26 18:39:22Z,"[None, None]","[None, None]"
673,20240126,2024-01-27 06:37:25Z,"[None, None]","[None, None]"
674,20240126,2024-01-27 07:05:02Z,"[None, None]","[None, None]"
675,20240126,2024-01-27 07:06:11Z,"[None, None]","[-225.0, 45.0]"
676,20240126,2024-01-27 11:57:26Z,"[60.0, 90.0]","[-225.0, 45.0]"
677,20240127,2024-01-27 18:40:13Z,"[None, None]","[None, None]"
679,20240127,2024-01-28 01:55:18Z,"[60.0, 90.0]","[None, None]"
680,20240127,2024-01-28 02:03:12Z,"[None, None]","[None, None]"
678,20240127,2024-01-28 06:36:58Z,"[None, None]","[None, None]"
681,20240127,2024-01-28 07:22:35Z,"[None, None]","[-90.0, 90.0]"
682,20240128,2024-01-28 18:41:03Z,"[None, None]","[None, None]"
683,20240128,2024-01-29 06:36:29Z,"[None, None]","[None, None]"
684,20240128,2024-01-29 11:15:45Z,"[None, None]","[-30.0, 120.0]"
685,20240131,2024-01-31 18:43:35Z,"[None, None]","[None, None]"
686,20240131,2024-02-01 06:34:55Z,"[None, None]","[None, None]"
687,20240131,2024-02-01 08:06:01Z,"[None, None]","[225.0, 315.0]"
688,20240131,2024-02-01 08:11:36Z,"[None, None]","[-120.0, 120.0]"
689,20240203,2024-02-03 18:46:06Z,"[None, None]","[None, None]"
691,20240203,2024-02-04 02:03:45Z,"[None, None]","[-75.0, 165.0]"
692,20240203,2024-02-04 02:18:35Z,"[None, None]","[None, None]"
693,20240203,2024-02-04 02:23:24Z,"[None, None]","[-75.0, 165.0]"
694,20240203,2024-02-04 02:41:47Z,"[None, None]","[None, None]"
690,20240203,2024-02-04 06:33:07Z,"[None, None]","[None, None]"
695,20240212,2024-02-12 18:53:30Z,"[None, None]","[None, None]"
696,20240212,2024-02-13 06:26:27Z,"[None, None]","[None, None]"
697,20240212,2024-02-13 11:44:43Z,"[None, None]","[-90.0, 90.0]"
698,20240217,2024-02-17 18:57:29Z,"[None, None]","[None, None]"
699,20240217,2024-02-18 06:22:00Z,"[None, None]","[None, None]"
700,20240217,2024-02-18 09:36:08Z,"[45.0, 90.0]","[None, None]"
701,20240217,2024-02-18 11:52:12Z,"[None, None]","[None, None]"
702,20240219,2024-02-19 18:59:49Z,"[None, None]","[None, None]"
704,20240219,2024-02-20 03:53:01Z,"[None, None]","[-135.0, 135.0]"
705,20240219,2024-02-20 05:31:32Z,"[None, None]","[-90.0, 90.0]"
703,20240219,2024-02-20 06:19:05Z,"[None, None]","[None, None]"
706,20240219,2024-02-20 08:38:43Z,"[None, None]","[-90.0, 90.0]"
707,20240220,2024-02-20 19:00:35Z,"[None, None]","[None, None]"
709,20240220,2024-02-21 02:12:52Z,"[None, None]","[-90.0, 90.0]"
710,20240220,2024-02-21 02:14:51Z,"[None, None]","[-90.0, 90.0]"
711,20240220,2024-02-21 02:15:23Z,"[None, None]","[-90.0, 90.0]"
708,20240220,2024-02-21 06:18:05Z,"[None, None]","[None, None]"
712,20240301,2024-03-01 19:07:21Z,"[None, None]","[None, None]"
713,20240301,2024-03-02 06:08:20Z,"[None, None]","[None, None]"
714,20240301,2024-03-02 07:24:53Z,"[None, None]","[-135.0, 135.0]"
715,20240302,2024-03-02 19:08:05Z,"[None, None]","[None, None]"
717,20240302,2024-03-03 02:04:17Z,"[None, None]","[-135.0, 135.0]"
716,20240302,2024-03-03 06:07:11Z,"[None, None]","[None, None]"
718,20240302,2024-03-03 10:05:46Z,"[None, None]","[None, None]"
719,20240305,2024-03-05 19:10:16Z,"[None, None]","[None, None]"
721,20240305,2024-03-06 04:35:23Z,"[None, None]","[40.0, 300.0]"
720,20240305,2024-03-06 06:03:39Z,"[None, None]","[None, None]"
722,20240305,2024-03-06 07:29:44Z,"[None, None]","[None, None]"
723,20240305,2024-03-06 07:32:40Z,"[None, None]","[-90.0, 90.0]"
724,20240305,2024-03-06 09:14:45Z,"[None, None]","[None, None]"
725,20240305,2024-03-06 09:15:41Z,"[55.0, 90.0]","[None, None]"
726,20240306,2024-03-06 19:11:00Z,"[None, None]","[None, None]"
727,20240306,2024-03-07 06:02:27Z,"[None, None]","[None, None]"
728,20240306,2024-03-07 07:22:24Z,"[None, None]","[270.0, 180.0]"
729,20240311,2024-03-11 19:14:36Z,"[None, None]","[None, None]"
730,20240311,2024-03-12 05:56:18Z,"[None, None]","[None, None]"
731,20240311,2024-03-12 06:16:12Z,"[None, None]","[135.0, 230.0]"
732,20240311,2024-03-12 08:06:36Z,"[None, None]","[135.0, 245.0]"
733,20240311,2024-03-12 08:07:17Z,"[None, None]","[135.0, 255.0]"
734,20240311,2024-03-12 08:07:38Z,"[None, None]","[255.0, 135.0]"
735,20240312,2024-03-12 19:15:19Z,"[None, None]","[None, None]"
737,20240312,2024-03-13 05:16:49Z,"[None, None]","[235.0, 135.0]"
736,20240312,2024-03-13 05:55:03Z,"[None, None]","[None, None]"
738,20240312,2024-03-13 07:18:20Z,"[None, None]","[None, None]"
739,20240312,2024-03-13 07:18:28Z,"[None, None]","[250.0, 125.0]"
740,20240329,2024-03-29 19:27:28Z,"[None, None]","[None, None]"
742,20240329,2024-03-30 02:21:38Z,"[None, None]","[-105.0, 105.0]"
741,20240329,2024-03-30 05:32:51Z,"[None, None]","[None, None]"
743,20240404,2024-04-04 19:31:52Z,"[None, None]","[None, None]"
745,20240404,2024-04-05 02:42:15Z,"[None, None]","[-135.0, 135.0]"
746,20240404,2024-04-05 03:05:30Z,"[None, None]","[-135.0, 135.0]"
744,20240404,2024-04-05 05:24:56Z,"[None, None]","[None, None]"
747,20240404,2024-04-05 05:45:19Z,"[None, None]","[-90.0, -90.0]"
748,20240404,2024-04-05 05:47:59Z,"[None, None]","[-90.0, 90.0]"
749,20240404,2024-04-05 06:10:11Z,"[None, None]","[-45.0, 135.0]"
750,20240404,2024-04-05 06:30:24Z,"[None, None]","[-45.0, 135.0]"
751,20240603,2024-06-03 20:18:48Z,"[None, None]","[None, None]"
752,20240603,2024-06-04 04:30:01Z,"[None, None]","[None, None]"
753,20240603,2024-06-04 05:47:12Z,"[None, None]","[-135.0, 135.0]"
754,20240603,2024-06-04 08:48:19Z,"[None, None]","[-165.0, 105.0]"
755,20240616,2024-06-16 20:25:09Z,"[None, None]","[None, None]"
757,20240616,2024-06-17 04:28:43Z,"[None, None]","[-90.0, 90.0]"
756,20240616,2024-06-17 04:29:18Z,"[None, None]","[None, None]"
758,20240703,2024-07-03 20:27:01Z,"[None, None]","[None, None]"
759,20240703,2024-07-04 04:35:03Z,"[None, None]","[None, None]"
760,20240703,2024-07-04 09:46:08Z,"[None, None]","[180.0, 0.0]"
761,20240703,2024-07-04 10:26:48Z,"[None, None]","[-90.0, 90.0]"
762,20240703,2024-07-04 10:42:30Z,"[None, None]","[-45.0, 90.0]"
763,20240703,2024-07-04 11:07:51Z,"[None, None]","[None, None]"
764,20240705,2024-07-05 20:26:41Z,"[None, None]","[None, None]"
765,20240705,2024-07-06 04:36:08Z,"[None, None]","[None, None]"
766,20240705,2024-07-06 05:01:34Z,"[None, None]","[-135.0, 45.0]"
767,20240705,2024-07-06 06:13:05Z,"[None, None]","[-180.0, 45.0]"
768,20240705,2024-07-06 10:01:40Z,"[None, None]","[None, None]"
769,20240723,2024-07-23 20:18:31Z,"[None, None]","[None, None]"
770,20240723,2024-07-24 04:48:20Z,"[None, None]","[None, None]"
771,20240723,2024-07-24 10:13:15Z,"[None, None]","[-90.0, 90.0]"
772,20240723,2024-07-24 10:38:48Z,"[None, None]","[None, None]"
773,20240802,2024-08-02 20:10:19Z,"[None, None]","[None, None]"
774,20240802,2024-08-03 04:56:05Z,"[None, None]","[None, None]"
775,20240802,2024-08-03 06:58:32Z,"[None, None]","[-30.0, 90.0]"
776,20240802,2024-08-03 08:11:02Z,"[None, None]","[30.0, 210.0]"
777,20240805,2024-08-05 20:07:26Z,"[None, None]","[None, None]"
779,20240805,2024-08-06 04:16:57Z,"[None, None]","[100.0, 360.0]"
780,20240805,2024-08-06 04:17:09Z,"[None, None]","[100.0, 360.0]"
781,20240805,2024-08-06 04:40:50Z,"[None, None]","[None, None]"
778,20240805,2024-08-06 04:58:26Z,"[None, None]","[None, None]"
782,20240814,2024-08-14 19:56:37Z,"[None, None]","[None, None]"
784,20240814,2024-08-15 03:39:39Z,"[0.0, 60.0]","[-160.0, -60.0]"
783,20240814,2024-08-15 05:06:10Z,"[None, None]","[None, None]"
785,20240815,2024-08-15 19:56:37Z,"[None, None]","[None, None]"
786,20240815,2024-08-16 05:06:10Z,"[None, None]","[None, None]"
787,20240815,2024-08-16 07:35:57Z,"[None, None]","[0.0, 90.0]"
788,20240816,2024-08-16 19:55:27Z,"[None, None]","[None, None]"
789,20240816,2024-08-17 05:06:56Z,"[None, None]","[None, None]"
790,20240816,2024-08-17 05:39:47Z,"[None, None]","[-200.0, 0.0]"
791,20240816,2024-08-17 10:50:27Z,"[None, None]","[None, None]"
792,20240818,2024-08-18 19:51:51Z,"[None, None]","[None, None]"
794,20240818,2024-08-19 03:10:18Z,"[None, None]","[-10.0, 90.0]"
795,20240818,2024-08-19 03:11:08Z,"[None, None]","[-90.0, 10.0]"
796,20240818,2024-08-19 04:35:00Z,"[None, None]","[None, None]"
793,20240818,2024-08-19 05:09:10Z,"[None, None]","[None, None]"
797,20240818,2024-08-19 08:38:49Z,"[None, None]","[90.0, 0.0]"
798,20240818,2024-08-19 08:39:06Z,"[None, None]","[0.0, 180.0]"
799,20240819,2024-08-19 19:51:51Z,"[None, None]","[None, None]"
800,20240819,2024-08-20 05:09:10Z,"[None, None]","[None, None]"
801,20240819,2024-08-20 05:20:38Z,"[60.0, 90.0]","[38.0, 48.0]"
802,20240819,2024-08-20 05:21:03Z,"[60.0, 90.0]","[38.0, 48.0]"
803,20240820,2024-08-20 19:49:24Z,"[None, None]","[None, None]"
804,20240820,2024-08-21 05:10:39Z,"[None, None]","[None, None]"
805,20240820,2024-08-21 10:07:37Z,"[None, None]","[-90.0, 90.0]"
806,20240821,2024-08-21 19:49:24Z,"[None, None]","[None, None]"
807,20240821,2024-08-22 05:10:39Z,"[None, None]","[None, None]"
808,20240821,2024-08-22 05:47:54Z,"[None, None]","[-179.0, -1.0]"
809,20240821,2024-08-22 07:51:12Z,"[None, None]","[None, None]"
810,20240821,2024-08-22 08:43:02Z,"[None, None]","[-90.0, 0.0]"
811,20240821,2024-08-22 08:43:13Z,"[None, None]","[-110.0, 0.0]"
812,20240821,2024-08-22 10:22:43Z,"[None, None]","[0.0, 180.0]"
813,20240822,2024-08-22 19:46:54Z,"[None, None]","[None, None]"
814,20240822,2024-08-23 05:12:06Z,"[None, None]","[None, None]"
815,20240822,2024-08-23 06:33:24Z,"[None, None]","[-179.0, -1.0]"
816,20240822,2024-08-23 07:18:32Z,"[None, None]","[-90.0, 90.0]"
817,20240822,2024-08-23 09:54:51Z,"[None, None]","[None, None]"
818,20240822,2024-08-23 10:33:16Z,"[None, None]","[90.0, 270.0]"
819,20240902,2024-09-02 19:32:32Z,"[None, None]","[None, None]"
821,20240902,2024-09-03 03:08:16Z,"[None, None]","[-180.0, 45.0]"
822,20240902,2024-09-03 04:14:53Z,"[None, None]","[None, None]"
820,20240902,2024-09-03 05:19:51Z,"[None, None]","[None, None]"
823,20240905,2024-09-05 19:29:51Z,"[None, None]","[None, None]"
824,20240905,2024-09-06 05:21:13Z,"[None, None]","[None, None]"
825,20240905,2024-09-06 05:45:23Z,"[None, None]","[-180.0, 30.0]"
826,20240906,2024-09-06 19:28:30Z,"[None, None]","[None, None]"
828,20240906,2024-09-07 04:22:40Z,"[None, None]","[90.0, -359.0]"
829,20240906,2024-09-07 04:23:38Z,"[None, None]","[None, None]"
830,20240906,2024-09-07 04:34:40Z,"[None, None]","[135.0, 0.0]"
827,20240906,2024-09-07 05:21:53Z,"[None, None]","[None, None]"
831,20240907,2024-09-07 19:27:08Z,"[None, None]","[None, None]"
833,20240907,2024-09-08 02:52:01Z,"[None, None]","[0.0, 180.0]"
834,20240907,2024-09-08 04:59:12Z,"[None, None]","[90.0, -90.0]"
832,20240907,2024-09-08 05:22:34Z,"[None, None]","[None, None]"
835,20240910,2024-09-10 19:23:03Z,"[None, None]","[None, None]"
836,20240910,2024-09-11 05:24:33Z,"[None, None]","[None, None]"
837,20240910,2024-09-11 09:40:34Z,"[None, None]","[0.0, 180.0]"
838,20240910,2024-09-11 10:40:42Z,"[None, None]","[None, None]"
839,20240913,2024-09-13 19:18:58Z,"[None, None]","[None, None]"
840,20240913,2024-09-14 05:26:31Z,"[None, None]","[None, None]"
841,20240913,2024-09-14 07:49:15Z,"[None, None]","[-90.0, 90.0]"
842,20240913,2024-09-14 08:28:31Z,"[None, None]","[-115.0, 115.0]"
843,20240914,2024-09-14 19:17:36Z,"[None, None]","[None, None]"
844,20240914,2024-09-15 05:27:10Z,"[None, None]","[None, None]"
845,20240914,2024-09-15 07:12:19Z,"[None, None]","[-90.0, 90.0]"
846,20240914,2024-09-15 07:27:02Z,"[None, None]","[-90.0, 90.0]"
847,20240914,2024-09-15 07:27:51Z,"[None, None]","[-90.0, 0.0]"
848,20240914,2024-09-15 07:33:15Z,"[None, None]","[-90.0, 0.0]"
849,20240914,2024-09-15 07:54:54Z,"[None, None]","[-115.0, 15.0]"
850,20240914,2024-09-15 08:13:17Z,"[None, None]","[None, None]"
851,20240917,2024-09-17 19:13:30Z,"[None, None]","[None, None]"
853,20240917,2024-09-18 05:17:39Z,"[None, None]","[-150.0, 90.0]"
852,20240917,2024-09-18 05:29:06Z,"[None, None]","[None, None]"
854,20240917,2024-09-18 11:37:26Z,"[None, None]","[-160.0, 80.0]"
855,20240919,2024-09-19 19:10:47Z,"[None, None]","[None, None]"
857,20240919,2024-09-20 03:04:55Z,"[None, None]","[-170.0, 70.0]"
856,20240919,2024-09-20 05:30:23Z,"[None, None]","[None, None]"
